392.0,0.0
393.0,0.0
394.0,1.0
395.0,1.0
396.0,1.0
397.0,1.0
398.0,1.0
399.0,1.0
400.0,0.0
401.0,0.0
402.0,1.0
403.0,1.0
404.0,1.0
405.0,1.0
406.0,1.0
407.0,1.0
408.0,0.0
409.0,0.0
410.0,0.0
411.0,1.0
412.0,1.0
413.0,0.0
414.0,1.0
415.0,1.0
416.0,0.0
417.0,1.0
418.0,1.0
419.0,1.0
420.0,1.0
421.0,1.0
422.0,1.0
423.0,1.0
424.0,1.0
425.0,1.0
426.0,1.0
427.0,1.0
428.0,1.0
429.0,1.0
430.0,1.0
431.0,1.0
432.0,0.0
433.0,1.0
434.0,1.0
435.0,0.0
436.0,1.0
437.0,1.0
438.0,1.0
439.0,1.0
440.0,1.0
441.0,0.0
442.0,1.0
443.0,1.0
444.0,1.0
445.0,1.0
446.0,0.0
447.0,1.0
