224.0,1.0
225.0,1.0
226.0,1.0
227.0,1.0
228.0,0.0
229.0,0.0
230.0,0.0
231.0,1.0
232.0,1.0
233.0,0.0
234.0,1.0
235.0,1.0
236.0,0.0
237.0,0.0
238.0,1.0
239.0,0.0
240.0,1.0
241.0,1.0
242.0,1.0
243.0,1.0
244.0,0.0
245.0,0.0
246.0,1.0
247.0,1.0
248.0,1.0
249.0,1.0
250.0,0.0
251.0,1.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,1.0
262.0,0.0
263.0,1.0
264.0,0.0
265.0,0.0
266.0,1.0
267.0,1.0
268.0,1.0
269.0,1.0
270.0,1.0
271.0,1.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,1.0
277.0,1.0
278.0,1.0
279.0,1.0
