448.0,1.0
449.0,0.0
450.0,1.0
451.0,0.0
452.0,1.0
453.0,1.0
454.0,1.0
455.0,0.0
456.0,1.0
457.0,1.0
458.0,1.0
459.0,1.0
460.0,0.0
461.0,0.0
462.0,1.0
463.0,1.0
464.0,0.0
465.0,1.0
466.0,1.0
467.0,1.0
468.0,0.0
469.0,1.0
470.0,1.0
471.0,0.0
472.0,0.0
473.0,1.0
474.0,1.0
475.0,1.0
476.0,1.0
477.0,1.0
478.0,1.0
479.0,1.0
480.0,1.0
481.0,0.0
482.0,1.0
483.0,1.0
484.0,1.0
485.0,1.0
486.0,0.0
487.0,0.0
488.0,1.0
489.0,0.0
490.0,1.0
491.0,1.0
492.0,0.0
493.0,1.0
494.0,1.0
495.0,1.0
496.0,1.0
497.0,1.0
498.0,1.0
499.0,0.0
500.0,1.0
501.0,0.0
502.0,1.0
503.0,0.0
