280.0,0.0
281.0,1.0
282.0,0.0
283.0,0.0
284.0,1.0
285.0,1.0
286.0,1.0
287.0,1.0
288.0,1.0
289.0,1.0
290.0,1.0
291.0,0.0
292.0,1.0
293.0,1.0
294.0,1.0
295.0,1.0
296.0,1.0
297.0,1.0
298.0,1.0
299.0,1.0
300.0,0.0
301.0,1.0
302.0,1.0
303.0,1.0
304.0,1.0
305.0,1.0
306.0,1.0
307.0,1.0
308.0,1.0
309.0,1.0
310.0,1.0
311.0,1.0
312.0,1.0
313.0,1.0
314.0,1.0
315.0,1.0
316.0,1.0
317.0,0.0
318.0,1.0
319.0,1.0
320.0,0.0
321.0,0.0
322.0,1.0
323.0,0.0
324.0,1.0
325.0,1.0
326.0,1.0
327.0,1.0
328.0,0.0
329.0,1.0
330.0,0.0
331.0,1.0
332.0,1.0
333.0,1.0
334.0,1.0
335.0,0.0
