336.0,1.0
337.0,1.0
338.0,1.0
339.0,0.0
340.0,1.0
341.0,1.0
342.0,1.0
343.0,0.0
344.0,1.0
345.0,1.0
346.0,1.0
347.0,1.0
348.0,1.0
349.0,1.0
350.0,1.0
351.0,1.0
352.0,0.0
353.0,0.0
354.0,1.0
355.0,1.0
356.0,1.0
357.0,1.0
358.0,1.0
359.0,1.0
360.0,1.0
361.0,1.0
362.0,1.0
363.0,1.0
364.0,1.0
365.0,1.0
366.0,0.0
367.0,1.0
368.0,1.0
369.0,0.0
370.0,0.0
371.0,1.0
372.0,0.0
373.0,0.0
374.0,1.0
375.0,1.0
376.0,1.0
377.0,1.0
378.0,1.0
379.0,0.0
380.0,1.0
381.0,1.0
382.0,1.0
383.0,1.0
384.0,1.0
385.0,1.0
386.0,1.0
387.0,1.0
388.0,1.0
389.0,0.0
390.0,1.0
391.0,1.0
