112.0,0.0
113.0,1.0
114.0,1.0
115.0,1.0
116.0,1.0
117.0,0.0
118.0,0.0
119.0,0.0
120.0,1.0
121.0,1.0
122.0,0.0
123.0,1.0
124.0,1.0
125.0,1.0
126.0,0.0
127.0,1.0
128.0,1.0
129.0,0.0
130.0,1.0
131.0,0.0
132.0,0.0
133.0,1.0
134.0,0.0
135.0,1.0
136.0,1.0
137.0,1.0
138.0,0.0
139.0,1.0
140.0,1.0
141.0,1.0
142.0,1.0
143.0,1.0
144.0,1.0
145.0,1.0
146.0,0.0
147.0,1.0
148.0,1.0
149.0,1.0
150.0,1.0
151.0,0.0
152.0,1.0
153.0,1.0
154.0,1.0
155.0,1.0
156.0,0.0
157.0,1.0
158.0,1.0
159.0,1.0
160.0,1.0
161.0,0.0
162.0,0.0
163.0,1.0
164.0,0.0
165.0,1.0
166.0,1.0
167.0,0.0
